"x","y","z","w","partid"
8.24772,0.21802,-7.14,1,500
8.281,0.17302,-7.14,1,500
8.10994,0.31115,-7.14,1,500
8.16094,0.28809,-7.14,1,500
8,-0.33,0.63,1,500
7.97201,-0.32881,0.63,1,500
7.91685,-0.31935,0.63,1,500
7.86407,-0.3007,0.63,1,500
7.81521,-0.27341,0.63,1,500
7.77166,-0.23825,0.63,1,500
7.73468,-0.19623,0.63,1,500
7.70533,-0.14857,0.63,1,500
7.68447,-0.09663,0.63,1,500
7.67267,-0.04192,0.63,1,500
7.6703,0.01401,0.63,1,500
7.67741,0.06952,0.63,1,500
7.6938,0.12304,0.63,1,500
7.719,0.17302,0.63,1,500
7.75228,0.21802,0.63,1,500
7.79269,0.25675,0.63,1,500
7.83906,0.28809,0.63,1,500
7.89006,0.31115,0.63,1,500
7.94423,0.32525,0.63,1,500
8,0.33,0.63,1,500
8.05577,0.32525,0.63,1,500
8.10994,0.31115,0.63,1,500
8.16094,0.28809,0.63,1,500
8.20731,0.25675,0.63,1,500
8.24772,0.21802,0.63,1,500
8.281,0.17302,0.63,1,500
8.3062,0.12304,0.63,1,500
8.32259,0.06952,0.63,1,500
8.3297,0.01401,0.63,1,500
8.32733,-0.04192,0.63,1,500
8.31553,-0.09663,0.63,1,500
8.29467,-0.14857,0.63,1,500
8.26532,-0.19623,0.63,1,500
8.22834,-0.23825,0.63,1,500
8.18479,-0.27341,0.63,1,500
8.13593,-0.3007,0.63,1,500
8.08315,-0.31935,0.63,1,500
8.02799,-0.32881,0.63,1,500
8.02799,-0.32881,7.14,1,500
8.08315,-0.31935,7.14,1,500
8.13593,-0.3007,7.14,1,500
8.18479,-0.27341,7.14,1,500
8.22834,-0.23825,7.14,1,500
8.26532,-0.19623,7.14,1,500
8.29467,-0.14857,7.14,1,500
8.31554,-0.09663,7.14,1,500
8.32733,-0.04192,7.14,1,500
8.3297,0.01401,7.14,1,500
8.32259,0.06952,7.14,1,500
8.3062,0.12304,7.14,1,500
8.28101,0.17302,7.14,1,500
8.24772,0.21802,7.14,1,500
8.20731,0.25675,7.14,1,500
8.16094,0.28809,7.14,1,500
8.10994,0.31115,7.14,1,500
8.05577,0.32525,7.14,1,500
8,0.33,7.14,1,500
7.94423,0.32525,7.14,1,500
7.89006,0.31115,7.14,1,500
7.83906,0.28809,7.14,1,500
7.79269,0.25675,7.14,1,500
7.75228,0.21802,7.14,1,500
7.719,0.17302,7.14,1,500
7.6938,0.12304,7.14,1,500
7.67741,0.06952,7.14,1,500
7.6703,0.01401,7.14,1,500
7.67267,-0.04192,7.14,1,500
7.68447,-0.09663,7.14,1,500
7.70533,-0.14857,7.14,1,500
7.73468,-0.19623,7.14,1,500
7.77166,-0.23825,7.14,1,500
7.81521,-0.27341,7.14,1,500
7.86407,-0.3007,7.14,1,500
7.91685,-0.31935,7.14,1,500
7.97201,-0.32881,7.14,1,500
8,0,7.14,1,500
6.22,0.33,-7.14,1,500
6.27577,0.32525,-7.14,1,500
6.22,0,-7.14,1,500
6.05906,0.28809,-7.14,1,500
6.11006,0.31115,-7.14,1,500
6.16423,0.32525,-7.14,1,500
5.93899,0.17302,-7.14,1,500
5.97228,0.21802,-7.14,1,500
6.01269,0.25675,-7.14,1,500
5.8903,0.01401,-7.14,1,500
5.89741,0.06952,-7.14,1,500
5.9138,0.12304,-7.14,1,500
5.92533,-0.14857,-7.14,1,500
5.90446,-0.09663,-7.14,1,500
5.89267,-0.04192,-7.14,1,500
6.03521,-0.27341,-7.14,1,500
5.99166,-0.23825,-7.14,1,500
5.95468,-0.19623,-7.14,1,500
6.19201,-0.32881,-7.14,1,500
6.13685,-0.31935,-7.14,1,500
6.08407,-0.3007,-7.14,1,500
6.35593,-0.3007,-7.14,1,500
6.30315,-0.31935,-7.14,1,500
6.24799,-0.32881,-7.14,1,500
6.48532,-0.19623,-7.14,1,500
6.44834,-0.23825,-7.14,1,500
6.40479,-0.27341,-7.14,1,500
6.54733,-0.04192,-7.14,1,500
6.53554,-0.09663,-7.14,1,500
6.51467,-0.14857,-7.14,1,500
6.5262,0.12304,-7.14,1,500
6.54259,0.06952,-7.14,1,500
6.5497,0.01401,-7.14,1,500
6.42731,0.25675,-7.14,1,500
6.46772,0.21802,-7.14,1,500
6.50101,0.17302,-7.14,1,500
6.32994,0.31115,-7.14,1,500
6.38094,0.28809,-7.14,1,500
6.22,-0.33,0.63,1,500
6.19201,-0.32881,0.63,1,500
6.13685,-0.31935,0.63,1,500
6.08407,-0.3007,0.63,1,500
6.03521,-0.27341,0.63,1,500
5.99166,-0.23825,0.63,1,500
5.95468,-0.19623,0.63,1,500
5.92533,-0.14857,0.63,1,500
5.90447,-0.09663,0.63,1,500
5.89267,-0.04192,0.63,1,500
5.8903,0.01401,0.63,1,500
5.89741,0.06952,0.63,1,500
5.9138,0.12304,0.63,1,500
5.939,0.17302,0.63,1,500
5.97228,0.21802,0.63,1,500
6.01269,0.25675,0.63,1,500
6.05906,0.28809,0.63,1,500
6.11006,0.31115,0.63,1,500
6.16423,0.32525,0.63,1,500
6.22,0.33,0.63,1,500
6.27577,0.32525,0.63,1,500
6.32994,0.31115,0.63,1,500
6.38094,0.28809,0.63,1,500
6.42731,0.25675,0.63,1,500
6.46772,0.21802,0.63,1,500
6.50101,0.17302,0.63,1,500
6.5262,0.12304,0.63,1,500
6.54259,0.06952,0.63,1,500
6.5497,0.01401,0.63,1,500
6.54733,-0.04192,0.63,1,500
6.53554,-0.09663,0.63,1,500
6.51467,-0.14857,0.63,1,500
6.48532,-0.19623,0.63,1,500
6.44834,-0.23825,0.63,1,500
6.40479,-0.27341,0.63,1,500
6.35593,-0.3007,0.63,1,500
6.30315,-0.31935,0.63,1,500
6.24799,-0.32881,0.63,1,500
6.24799,-0.32881,7.14,1,500
6.30315,-0.31935,7.14,1,500
6.35593,-0.3007,7.14,1,500
6.40479,-0.27341,7.14,1,500
6.44834,-0.23825,7.14,1,500
6.48532,-0.19623,7.14,1,500
6.51467,-0.14857,7.14,1,500
6.53554,-0.09663,7.14,1,500
6.54733,-0.04192,7.14,1,500
6.5497,0.01401,7.14,1,500
6.54259,0.06952,7.14,1,500
6.5262,0.12304,7.14,1,500
6.50101,0.17302,7.14,1,500
6.46772,0.21802,7.14,1,500
6.42731,0.25675,7.14,1,500
6.38094,0.28809,7.14,1,500
6.32994,0.31115,7.14,1,500
6.27577,0.32525,7.14,1,500
6.22,0.33,7.14,1,500
6.16423,0.32525,7.14,1,500
6.11006,0.31115,7.14,1,500
6.05906,0.28809,7.14,1,500
6.01269,0.25675,7.14,1,500
5.97228,0.21802,7.14,1,500
5.939,0.17302,7.14,1,500
5.9138,0.12304,7.14,1,500
5.89741,0.06952,7.14,1,500
5.8903,0.01401,7.14,1,500
5.89267,-0.04192,7.14,1,500
5.90447,-0.09663,7.14,1,500
5.92533,-0.14857,7.14,1,500
5.95468,-0.19623,7.14,1,500
5.99166,-0.23825,7.14,1,500
6.03521,-0.27341,7.14,1,500
6.08407,-0.3007,7.14,1,500
6.13685,-0.31935,7.14,1,500
6.19201,-0.32881,7.14,1,500
6.22,0,7.14,1,500
4.44,0.33,-7.14,1,500
4.49577,0.32525,-7.14,1,500
4.44,0,-7.14,1,500
4.27906,0.28809,-7.14,1,500
4.33006,0.31115,-7.14,1,500
4.38423,0.32525,-7.14,1,500
4.15899,0.17302,-7.14,1,500
4.19228,0.21802,-7.14,1,500
4.23269,0.25675,-7.14,1,500
4.1103,0.01401,-7.14,1,500
4.11741,0.06952,-7.14,1,500
4.1338,0.12304,-7.14,1,500
4.14534,-0.14857,-7.14,1,500
4.12446,-0.09663,-7.14,1,500
4.11267,-0.04192,-7.14,1,500
4.25521,-0.27341,-7.14,1,500
4.21166,-0.23825,-7.14,1,500
4.17468,-0.19623,-7.14,1,500
4.41201,-0.32881,-7.14,1,500
4.35685,-0.31935,-7.14,1,500
4.30407,-0.3007,-7.14,1,500
4.57593,-0.3007,-7.14,1,500
4.52315,-0.31935,-7.14,1,500
4.46799,-0.32881,-7.14,1,500
4.70532,-0.19623,-7.14,1,500
4.66834,-0.23825,-7.14,1,500
4.62479,-0.27341,-7.14,1,500
4.76733,-0.04192,-7.14,1,500
4.75553,-0.09663,-7.14,1,500
4.73466,-0.14857,-7.14,1,500
4.7462,0.12304,-7.14,1,500
4.76259,0.06952,-7.14,1,500
4.7697,0.01401,-7.14,1,500
4.64731,0.25675,-7.14,1,500
4.68772,0.21802,-7.14,1,500
4.721,0.17302,-7.14,1,500
4.54994,0.31115,-7.14,1,500
4.60094,0.28809,-7.14,1,500
4.44,-0.33,0.63,1,500
4.41201,-0.32881,0.63,1,500
4.35685,-0.31935,0.63,1,500
4.30407,-0.3007,0.63,1,500
4.25521,-0.27341,0.63,1,500
4.21166,-0.23825,0.63,1,500
4.17468,-0.19623,0.63,1,500
4.14534,-0.14857,0.63,1,500
4.12446,-0.09663,0.63,1,500
4.11267,-0.04192,0.63,1,500
4.1103,0.01401,0.63,1,500
4.11741,0.06952,0.63,1,500
4.1338,0.12304,0.63,1,500
4.15899,0.17302,0.63,1,500
4.19228,0.21802,0.63,1,500
4.23269,0.25675,0.63,1,500
4.27906,0.28809,0.63,1,500
4.33006,0.31115,0.63,1,500
4.38423,0.32525,0.63,1,500
4.44,0.33,0.63,1,500
4.49577,0.32525,0.63,1,500
4.54994,0.31115,0.63,1,500
4.60094,0.28809,0.63,1,500
4.64731,0.25675,0.63,1,500
4.68772,0.21802,0.63,1,500
4.721,0.17302,0.63,1,500
4.7462,0.12304,0.63,1,500
4.76259,0.06952,0.63,1,500
4.7697,0.01401,0.63,1,500
4.76733,-0.04192,0.63,1,500
4.75554,-0.09663,0.63,1,500
4.73466,-0.14857,0.63,1,500
4.70532,-0.19623,0.63,1,500
4.66834,-0.23825,0.63,1,500
4.62479,-0.27341,0.63,1,500
4.57593,-0.3007,0.63,1,500
4.52315,-0.31935,0.63,1,500
4.46799,-0.32881,0.63,1,500
4.46799,-0.32881,7.14,1,500
4.52315,-0.31935,7.14,1,500
4.57593,-0.3007,7.14,1,500
4.62479,-0.27341,7.14,1,500
4.66834,-0.23825,7.14,1,500
4.70532,-0.19623,7.14,1,500
4.73466,-0.14857,7.14,1,500
4.75554,-0.09663,7.14,1,500
4.76733,-0.04192,7.14,1,500
4.7697,0.01401,7.14,1,500
4.76259,0.06952,7.14,1,500
4.7462,0.12304,7.14,1,500
4.72101,0.17302,7.14,1,500
4.68772,0.21802,7.14,1,500
4.64731,0.25675,7.14,1,500
4.60094,0.28809,7.14,1,500
4.54994,0.31115,7.14,1,500
4.49577,0.32525,7.14,1,500
4.44,0.33,7.14,1,500
4.38423,0.32525,7.14,1,500
4.33006,0.31115,7.14,1,500
4.27906,0.28809,7.14,1,500
4.23269,0.25675,7.14,1,500
4.19228,0.21802,7.14,1,500
4.159,0.17302,7.14,1,500
4.1338,0.12304,7.14,1,500
4.11741,0.06952,7.14,1,500
4.1103,0.01401,7.14,1,500
4.11267,-0.04192,7.14,1,500
4.12446,-0.09663,7.14,1,500
4.14534,-0.14857,7.14,1,500
4.17468,-0.19623,7.14,1,500
4.21166,-0.23825,7.14,1,500
4.25521,-0.27341,7.14,1,500
4.30407,-0.3007,7.14,1,500
4.35685,-0.31935,7.14,1,500
4.41201,-0.32881,7.14,1,500
4.44,0,7.14,1,500
2.66,0.33,-7.14,1,500
2.71577,0.32525,-7.14,1,500
2.66,0,-7.14,1,500
2.49906,0.28809,-7.14,1,500
2.55006,0.31115,-7.14,1,500
2.60423,0.32525,-7.14,1,500
2.379,0.17302,-7.14,1,500
2.41228,0.21802,-7.14,1,500
2.45269,0.25675,-7.14,1,500
2.3303,0.01401,-7.14,1,500
2.33741,0.06952,-7.14,1,500
2.3538,0.12304,-7.14,1,500
2.36533,-0.14857,-7.14,1,500
2.34447,-0.09663,-7.14,1,500
2.33267,-0.04192,-7.14,1,500
2.47521,-0.27341,-7.14,1,500
2.43166,-0.23825,-7.14,1,500
2.39468,-0.19623,-7.14,1,500
2.63201,-0.32881,-7.14,1,500
2.57685,-0.31935,-7.14,1,500
2.52407,-0.3007,-7.14,1,500
2.79593,-0.3007,-7.14,1,500
2.74315,-0.31935,-7.14,1,500
2.68799,-0.32881,-7.14,1,500
2.92532,-0.19623,-7.14,1,500
2.88834,-0.23825,-7.14,1,500
2.84479,-0.27341,-7.14,1,500
2.98733,-0.04192,-7.14,1,500
2.97553,-0.09663,-7.14,1,500
2.95466,-0.14857,-7.14,1,500
2.9662,0.12304,-7.14,1,500
2.98259,0.06952,-7.14,1,500
2.9897,0.01401,-7.14,1,500
2.86731,0.25675,-7.14,1,500
2.90772,0.21802,-7.14,1,500
2.941,0.17302,-7.14,1,500
2.76994,0.31115,-7.14,1,500
2.82094,0.28809,-7.14,1,500
2.66,-0.33,0.63,1,500
2.63201,-0.32881,0.63,1,500
2.57685,-0.31935,0.63,1,500
2.52407,-0.3007,0.63,1,500
2.47521,-0.27341,0.63,1,500
2.43166,-0.23825,0.63,1,500
2.39468,-0.19623,0.63,1,500
2.36534,-0.14857,0.63,1,500
2.34447,-0.09663,0.63,1,500
2.33267,-0.04192,0.63,1,500
2.3303,0.01401,0.63,1,500
2.33741,0.06952,0.63,1,500
2.3538,0.12304,0.63,1,500
2.379,0.17302,0.63,1,500
2.41228,0.21802,0.63,1,500
2.45269,0.25675,0.63,1,500
2.49906,0.28809,0.63,1,500
2.55006,0.31115,0.63,1,500
2.60423,0.32525,0.63,1,500
2.66,0.33,0.63,1,500
2.71577,0.32525,0.63,1,500
2.76994,0.31115,0.63,1,500
2.82094,0.28809,0.63,1,500
2.86731,0.25675,0.63,1,500
2.90772,0.21802,0.63,1,500
2.941,0.17302,0.63,1,500
2.9662,0.12304,0.63,1,500
2.98259,0.06952,0.63,1,500
2.9897,0.01401,0.63,1,500
2.98733,-0.04192,0.63,1,500
2.97553,-0.09663,0.63,1,500
2.95467,-0.14857,0.63,1,500
2.92532,-0.19623,0.63,1,500
2.88834,-0.23825,0.63,1,500
2.84479,-0.27341,0.63,1,500
2.79593,-0.3007,0.63,1,500
2.74315,-0.31935,0.63,1,500
2.68799,-0.32881,0.63,1,500
2.68799,-0.32881,7.14,1,500
2.74315,-0.31935,7.14,1,500
2.79593,-0.3007,7.14,1,500
2.84479,-0.27341,7.14,1,500
2.88834,-0.23825,7.14,1,500
2.92532,-0.19623,7.14,1,500
2.95467,-0.14857,7.14,1,500
2.97554,-0.09663,7.14,1,500
2.98733,-0.04192,7.14,1,500
2.9897,0.01401,7.14,1,500
2.98259,0.06952,7.14,1,500
2.9662,0.12304,7.14,1,500
2.94101,0.17302,7.14,1,500
2.90772,0.21802,7.14,1,500
2.86731,0.25675,7.14,1,500
2.82094,0.28809,7.14,1,500
2.76994,0.31115,7.14,1,500
2.71577,0.32525,7.14,1,500
2.66,0.33,7.14,1,500
2.60423,0.32525,7.14,1,500
2.55006,0.31115,7.14,1,500
2.49906,0.28809,7.14,1,500
2.45269,0.25675,7.14,1,500
2.41228,0.21802,7.14,1,500
2.379,0.17302,7.14,1,500
2.3538,0.12304,7.14,1,500
2.33741,0.06952,7.14,1,500
2.3303,0.01401,7.14,1,500
2.33267,-0.04192,7.14,1,500
2.34447,-0.09663,7.14,1,500
2.36534,-0.14857,7.14,1,500
2.39468,-0.19623,7.14,1,500
2.43166,-0.23825,7.14,1,500
2.47521,-0.27341,7.14,1,500
2.52407,-0.3007,7.14,1,500
2.57685,-0.31935,7.14,1,500
2.63201,-0.32881,7.14,1,500
2.66,0,7.14,1,500
0.88,0.33,-7.14,1,500
0.93577,0.32525,-7.14,1,500
0.88,0,-7.14,1,500
0.71906,0.28809,-7.14,1,500
0.77006,0.31115,-7.14,1,500
0.82423,0.32525,-7.14,1,500
0.59899,0.17302,-7.14,1,500
0.63228,0.21802,-7.14,1,500
0.67269,0.25675,-7.14,1,500
0.5503,0.01401,-7.14,1,500
0.55741,0.06952,-7.14,1,500
0.5738,0.12304,-7.14,1,500
0.58533,-0.14857,-7.14,1,500
0.56446,-0.09663,-7.14,1,500
0.55267,-0.04192,-7.14,1,500
0.69521,-0.27341,-7.14,1,500
0.65166,-0.23825,-7.14,1,500
0.61468,-0.19623,-7.14,1,500
0.85201,-0.32881,-7.14,1,500
0.79685,-0.31935,-7.14,1,500
0.74407,-0.3007,-7.14,1,500
1.01593,-0.3007,-7.14,1,500
0.96315,-0.31935,-7.14,1,500
0.90799,-0.32881,-7.14,1,500
1.14532,-0.19623,-7.14,1,500
1.10834,-0.23825,-7.14,1,500
1.06479,-0.27341,-7.14,1,500
1.20733,-0.04192,-7.14,1,500
1.19554,-0.09663,-7.14,1,500
1.17467,-0.14857,-7.14,1,500
1.1862,0.12304,-7.14,1,500
1.20259,0.06952,-7.14,1,500
1.2097,0.01401,-7.14,1,500
1.08731,0.25675,-7.14,1,500
1.12772,0.21802,-7.14,1,500
1.16101,0.17302,-7.14,1,500
0.98994,0.31115,-7.14,1,500
1.04094,0.28809,-7.14,1,500
0.88,-0.33,0.63,1,500
0.85202,-0.32881,0.63,1,500
0.79685,-0.31935,0.63,1,500
0.74407,-0.3007,0.63,1,500
0.69521,-0.27341,0.63,1,500
0.65166,-0.23825,0.63,1,500
0.61468,-0.19623,0.63,1,500
0.58533,-0.14857,0.63,1,500
0.56447,-0.09663,0.63,1,500
0.55267,-0.04192,0.63,1,500
0.5503,0.01401,0.63,1,500
0.55741,0.06952,0.63,1,500
0.5738,0.12304,0.63,1,500
0.599,0.17302,0.63,1,500
0.63228,0.21802,0.63,1,500
0.67269,0.25675,0.63,1,500
0.71906,0.28809,0.63,1,500
0.77006,0.31115,0.63,1,500
0.82423,0.32525,0.63,1,500
0.88,0.33,0.63,1,500
0.93577,0.32525,0.63,1,500
0.98994,0.31115,0.63,1,500
1.04094,0.28809,0.63,1,500
1.08731,0.25675,0.63,1,500
1.12772,0.21802,0.63,1,500
1.16101,0.17302,0.63,1,500
1.1862,0.12304,0.63,1,500
1.20259,0.06952,0.63,1,500
1.2097,0.01401,0.63,1,500
1.20733,-0.04192,0.63,1,500
1.19554,-0.09663,0.63,1,500
1.17467,-0.14857,0.63,1,500
1.14532,-0.19623,0.63,1,500
1.10834,-0.23825,0.63,1,500
1.06479,-0.27341,0.63,1,500
1.01593,-0.3007,0.63,1,500
0.96315,-0.31935,0.63,1,500
0.90799,-0.32881,0.63,1,500
0.90799,-0.32881,7.14,1,500
0.96315,-0.31935,7.14,1,500
1.01593,-0.3007,7.14,1,500
1.06479,-0.27341,7.14,1,500
1.10834,-0.23825,7.14,1,500
1.14532,-0.19623,7.14,1,500
1.17467,-0.14857,7.14,1,500
1.19554,-0.09663,7.14,1,500
1.20733,-0.04192,7.14,1,500
1.2097,0.01401,7.14,1,500
1.20259,0.06952,7.14,1,500
1.1862,0.12304,7.14,1,500
1.16101,0.17302,7.14,1,500
1.12772,0.21802,7.14,1,500
1.08731,0.25675,7.14,1,500
1.04094,0.28809,7.14,1,500
0.98994,0.31115,7.14,1,500
0.93577,0.32525,7.14,1,500
0.88,0.33,7.14,1,500
0.82423,0.32525,7.14,1,500
0.77006,0.31115,7.14,1,500
0.71906,0.28809,7.14,1,500
0.67269,0.25675,7.14,1,500
0.63228,0.21802,7.14,1,500
0.599,0.17302,7.14,1,500
0.5738,0.12304,7.14,1,500
0.55741,0.06952,7.14,1,500
0.5503,0.01401,7.14,1,500
0.55267,-0.04192,7.14,1,500
0.56447,-0.09663,7.14,1,500
0.58534,-0.14857,7.14,1,500
0.61468,-0.19623,7.14,1,500
0.65166,-0.23825,7.14,1,500
0.69521,-0.27341,7.14,1,500
0.74407,-0.3007,7.14,1,500
0.79685,-0.31935,7.14,1,500
0.85202,-0.32881,7.14,1,500
0.88,0,7.14,1,500
-0.9,0.33,-7.14,1,500
-0.84423,0.32525,-7.14,1,500
-0.9,0,-7.14,1,500
-1.06094,0.28809,-7.14,1,500
-1.00994,0.31115,-7.14,1,500
-0.95577,0.32525,-7.14,1,500
-1.181,0.17302,-7.14,1,500
-1.14772,0.21802,-7.14,1,500
-1.10731,0.25675,-7.14,1,500
-1.2297,0.01401,-7.14,1,500
-1.22259,0.06952,-7.14,1,500
-1.2062,0.12304,-7.14,1,500
-1.19467,-0.14857,-7.14,1,500
-1.21554,-0.09663,-7.14,1,500
-1.22733,-0.04192,-7.14,1,500
-1.08479,-0.27341,-7.14,1,500
-1.12834,-0.23825,-7.14,1,500
-1.16532,-0.19623,-7.14,1,500
-0.92799,-0.32881,-7.14,1,500
-0.98315,-0.31935,-7.14,1,500
-1.03593,-0.3007,-7.14,1,500
-0.76407,-0.3007,-7.14,1,500
-0.81685,-0.31935,-7.14,1,500
-0.87201,-0.32881,-7.14,1,500
-0.63468,-0.19623,-7.14,1,500
-0.67166,-0.23825,-7.14,1,500
-0.71521,-0.27341,-7.14,1,500
-0.57267,-0.04192,-7.14,1,500
-0.58447,-0.09663,-7.14,1,500
-0.60533,-0.14857,-7.14,1,500
-0.5938,0.12304,-7.14,1,500
-0.57741,0.06952,-7.14,1,500
-0.5703,0.01401,-7.14,1,500
-0.69269,0.25675,-7.14,1,500
-0.65228,0.21802,-7.14,1,500
-0.619,0.17302,-7.14,1,500
-0.79006,0.31115,-7.14,1,500
-0.73906,0.28809,-7.14,1,500
-0.9,-0.33,0.63,1,500
-0.92799,-0.32881,0.63,1,500
-0.98315,-0.31935,0.63,1,500
-1.03593,-0.3007,0.63,1,500
-1.08479,-0.27341,0.63,1,500
-1.12834,-0.23825,0.63,1,500
-1.16532,-0.19623,0.63,1,500
-1.19467,-0.14857,0.63,1,500
-1.21554,-0.09663,0.63,1,500
-1.22733,-0.04192,0.63,1,500
-1.2297,0.01401,0.63,1,500
-1.22259,0.06952,0.63,1,500
-1.2062,0.12304,0.63,1,500
-1.181,0.17302,0.63,1,500
-1.14772,0.21802,0.63,1,500
-1.10731,0.25675,0.63,1,500
-1.06094,0.28809,0.63,1,500
-1.00994,0.31115,0.63,1,500
-0.95577,0.32525,0.63,1,500
-0.9,0.33,0.63,1,500
-0.84423,0.32525,0.63,1,500
-0.79006,0.31115,0.63,1,500
-0.73906,0.28809,0.63,1,500
-0.69269,0.25675,0.63,1,500
-0.65228,0.21802,0.63,1,500
-0.61899,0.17302,0.63,1,500
-0.5938,0.12304,0.63,1,500
-0.57741,0.06952,0.63,1,500
-0.5703,0.01401,0.63,1,500
-0.57267,-0.04192,0.63,1,500
-0.58446,-0.09663,0.63,1,500
-0.60533,-0.14857,0.63,1,500
-0.63468,-0.19623,0.63,1,500
-0.67166,-0.23825,0.63,1,500
-0.71521,-0.27341,0.63,1,500
-0.76407,-0.3007,0.63,1,500
-0.81685,-0.31935,0.63,1,500
-0.87201,-0.32881,0.63,1,500
-0.87201,-0.32881,7.14,1,500
-0.81685,-0.31935,7.14,1,500
-0.76407,-0.3007,7.14,1,500
-0.71521,-0.27341,7.14,1,500
-0.67166,-0.23825,7.14,1,500
-0.63468,-0.19623,7.14,1,500
-0.60533,-0.14857,7.14,1,500
-0.58446,-0.09663,7.14,1,500
-0.57267,-0.04192,7.14,1,500
-0.5703,0.01401,7.14,1,500
-0.57741,0.06952,7.14,1,500
-0.5938,0.12304,7.14,1,500
-0.61899,0.17302,7.14,1,500
-0.65228,0.21802,7.14,1,500
-0.69269,0.25675,7.14,1,500
-0.73906,0.28809,7.14,1,500
-0.79006,0.31115,7.14,1,500
-0.84423,0.32525,7.14,1,500
-0.9,0.33,7.14,1,500
-0.95577,0.32525,7.14,1,500
-1.00994,0.31115,7.14,1,500
-1.06094,0.28809,7.14,1,500
-1.10731,0.25675,7.14,1,500
-1.14772,0.21802,7.14,1,500
-1.181,0.17302,7.14,1,500
-1.2062,0.12304,7.14,1,500
-1.22259,0.06952,7.14,1,500
-1.2297,0.01401,7.14,1,500
-1.22733,-0.04192,7.14,1,500
-1.21554,-0.09663,7.14,1,500
-1.19467,-0.14857,7.14,1,500
-1.16532,-0.19623,7.14,1,500
-1.12834,-0.23825,7.14,1,500
-1.08479,-0.27341,7.14,1,500
-1.03593,-0.3007,7.14,1,500
-0.98315,-0.31935,7.14,1,500
-0.92799,-0.32881,7.14,1,500
-0.9,0,7.14,1,500
-2.68,0.33,-7.14,1,500
-2.62423,0.32525,-7.14,1,500
-2.68,0,-7.14,1,500
-2.84094,0.28809,-7.14,1,500
-2.78994,0.31115,-7.14,1,500
-2.73577,0.32525,-7.14,1,500
-2.96101,0.17302,-7.14,1,500
-2.92772,0.21802,-7.14,1,500
-2.88731,0.25675,-7.14,1,500
-3.0097,0.01401,-7.14,1,500
-3.00259,0.06952,-7.14,1,500
-2.9862,0.12304,-7.14,1,500
-2.97467,-0.14857,-7.14,1,500
-2.99553,-0.09663,-7.14,1,500
-3.00733,-0.04192,-7.14,1,500
-2.86479,-0.27341,-7.14,1,500
-2.90834,-0.23825,-7.14,1,500
-2.94532,-0.19623,-7.14,1,500
-2.70799,-0.32881,-7.14,1,500
-2.76315,-0.31935,-7.14,1,500
-2.81593,-0.3007,-7.14,1,500
-2.54407,-0.3007,-7.14,1,500
-2.59685,-0.31935,-7.14,1,500
-2.65201,-0.32881,-7.14,1,500
-2.41468,-0.19623,-7.14,1,500
-2.45166,-0.23825,-7.14,1,500
-2.49521,-0.27341,-7.14,1,500
-2.35267,-0.04192,-7.14,1,500
-2.36446,-0.09663,-7.14,1,500
-2.38533,-0.14857,-7.14,1,500
-2.3738,0.12304,-7.14,1,500
-2.35741,0.06952,-7.14,1,500
-2.3503,0.01401,-7.14,1,500
-2.47269,0.25675,-7.14,1,500
-2.43228,0.21802,-7.14,1,500
-2.399,0.17302,-7.14,1,500
-2.57006,0.31115,-7.14,1,500
-2.51906,0.28809,-7.14,1,500
-2.68,-0.33,0.63,1,500
-2.70799,-0.32881,0.63,1,500
-2.76315,-0.31935,0.63,1,500
-2.81593,-0.3007,0.63,1,500
-2.86479,-0.27341,0.63,1,500
-2.90834,-0.23825,0.63,1,500
-2.94532,-0.19623,0.63,1,500
-2.97467,-0.14857,0.63,1,500
-2.99553,-0.09663,0.63,1,500
-3.00733,-0.04192,0.63,1,500
-3.0097,0.01401,0.63,1,500
-3.00259,0.06952,0.63,1,500
-2.9862,0.12304,0.63,1,500
-2.96101,0.17302,0.63,1,500
-2.92772,0.21802,0.63,1,500
-2.88731,0.25675,0.63,1,500
-2.84094,0.28809,0.63,1,500
-2.78994,0.31115,0.63,1,500
-2.73577,0.32525,0.63,1,500
-2.68,0.33,0.63,1,500
-2.62423,0.32525,0.63,1,500
-2.57006,0.31115,0.63,1,500
-2.51906,0.28809,0.63,1,500
-2.47269,0.25675,0.63,1,500
-2.43228,0.21802,0.63,1,500
-2.399,0.17302,0.63,1,500
-2.3738,0.12304,0.63,1,500
-2.35741,0.06952,0.63,1,500
-2.3503,0.01401,0.63,1,500
-2.35267,-0.04192,0.63,1,500
-2.36446,-0.09663,0.63,1,500
-2.38533,-0.14857,0.63,1,500
-2.41468,-0.19623,0.63,1,500
-2.45166,-0.23825,0.63,1,500
-2.49521,-0.27341,0.63,1,500
-2.54407,-0.3007,0.63,1,500
-2.59685,-0.31935,0.63,1,500
-2.65201,-0.32881,0.63,1,500
-2.65201,-0.32881,7.14,1,500
-2.59685,-0.31935,7.14,1,500
-2.54407,-0.3007,7.14,1,500
-2.49521,-0.27341,7.14,1,500
-2.45166,-0.23825,7.14,1,500
-2.41468,-0.19623,7.14,1,500
-2.38533,-0.14857,7.14,1,500
-2.36446,-0.09663,7.14,1,500
-2.35267,-0.04192,7.14,1,500
-2.3503,0.01401,7.14,1,500
-2.35741,0.06952,7.14,1,500
-2.3738,0.12304,7.14,1,500
-2.399,0.17302,7.14,1,500
-2.43228,0.21802,7.14,1,500
