"x","y","z","w","partid"
-0.98215,-10.70435,-0.425,1,400
-0.7845,-12.145,-0.425,1,400
-0.92699,-10.71381,-0.425,1,400
-0.87101,-10.71381,-0.425,1,400
-0.57641,-10.31548,-0.425,1,400
-0.5928,-10.26196,-0.425,1,400
-0.009,-9.115,-0.425,1,400
-0.58346,-10.48163,-0.425,1,400
-0.57167,-10.42692,-0.425,1,400
-0.009,-12.145,-0.425,1,400
-0.5693,-10.371,-0.425,1,400
-0.618,-10.21198,-0.425,1,400
-0.65128,-10.16698,-0.425,1,400
-0.69169,-10.12825,-0.425,1,400
-0.71421,-10.65841,-0.425,1,400
-0.67066,-10.62325,-0.425,1,400
-0.81585,-10.70435,-0.425,1,400
-0.7845,-10.69328,-0.425,1,400
-0.76307,-10.68571,-0.425,1,400
-0.63368,-10.58123,-0.425,1,400
-0.60434,-10.53357,-0.425,1,400
-1.789,13.575,-0.425,1,400
-0.78906,10.69615,-0.425,1,400
-0.84323,10.71025,-0.425,1,400
-1.10631,10.64175,-0.425,1,400
-1.05994,10.67309,-0.425,1,400
-1.00894,10.69615,-0.425,1,400
-1.14672,10.60302,-0.425,1,400
-1.18,10.55802,-0.425,1,400
-1.2052,10.50804,-0.425,1,400
-0.87101,10.05619,-0.425,1,400
-0.81585,10.06565,-0.425,1,400
-0.7845,9.115,-0.425,1,400
-0.899,10.715,-0.425,1,400
-0.95477,10.71025,-0.425,1,400
-1.21454,10.28837,-0.425,1,400
-1.19367,10.23643,-0.425,1,400
-1.789,9.115,-0.425,1,400
-1.22159,10.45453,-0.425,1,400
-1.2287,10.399,-0.425,1,400
-1.22633,10.34309,-0.425,1,400
-1.16432,10.18877,-0.425,1,400
-1.12734,10.14675,-0.425,1,400
-1.08379,10.11159,-0.425,1,400
-0.899,10.055,-0.425,1,400
-1.03493,10.08429,-0.425,1,400
-0.98215,10.06565,-0.425,1,400
-0.92699,10.05619,-0.425,1,400
-0.7845,10.69409,-0.425,1,400
-0.7845,13.575,-0.425,1,400
-0.73806,10.67309,-0.425,1,400
-0.009,13.575,-0.425,1,400
-0.69169,10.64175,-0.425,1,400
-0.5928,10.50804,-0.425,1,400
-0.618,10.55802,-0.425,1,400
-0.65128,10.60302,-0.425,1,400
-0.7845,10.07672,-0.425,1,400
-0.76307,10.08429,-0.425,1,400
-0.009,9.115,-0.425,1,400
-0.71421,10.11159,-0.425,1,400
-0.67066,10.14675,-0.425,1,400
-0.63368,10.18877,-0.425,1,400
-0.60434,10.23643,-0.425,1,400
-0.58346,10.28837,-0.425,1,400
-0.57167,10.34309,-0.425,1,400
-0.5693,10.399,-0.425,1,400
-0.57641,10.45453,-0.425,1,400
-7.129,8.175,-0.425,1,400
-7.129,9.115,-0.425,1,400
-5.349,9.115,-0.425,1,400
-5.349,8.175,-0.425,1,400
-3.569,9.115,-0.425,1,400
-3.569,8.175,-0.425,1,400
-1.789,8.175,-0.425,1,400
-7.129,-9.115,-0.425,1,400
-5.349,-8.175,-0.425,1,400
-5.349,-9.115,-0.425,1,400
-3.569,-8.175,-0.425,1,400
-3.569,-9.115,-0.425,1,400
-1.789,-8.175,-0.425,1,400
-10.39,9.115,-0.425,1,400
-8.49,8.175,-0.425,1,400
-10.39,-9.115,-0.425,1,400
-8.49,-8.175,-0.425,1,400
-7.129,-8.175,-0.425,1,400
10.39,9.115,-0.425,1,400
8.49,-8.175,-0.425,1,400
7.111,-8.175,-0.425,1,400
5.331,-9.115,-0.425,1,400
5.331,-8.175,-0.425,1,400
3.551,-9.115,-0.425,1,400
3.551,-8.175,-0.425,1,400
1.771,-9.115,-0.425,1,400
1.771,-8.175,-0.425,1,400
1,-8.175,-0.425,1,400
1,8.175,-0.425,1,400
1.771,8.175,-0.425,1,400
8.49,8.175,-0.425,1,400
8.4105,9.115,-0.425,1,400
10.39,13.575,-0.425,1,400
8.4105,13.575,-0.425,1,400
7.77266,10.14675,-0.425,1,400
7.81621,10.11159,-0.425,1,400
7.111,9.115,-0.425,1,400
8.08415,10.06565,-0.425,1,400
8.02899,10.05619,-0.425,1,400
8.001,10.055,-0.425,1,400
8.20831,10.64175,-0.425,1,400
8.16194,10.67309,-0.425,1,400
8.11094,10.69615,-0.425,1,400
8.13693,10.08429,-0.425,1,400
8.18579,10.11159,-0.425,1,400
8.22934,10.14675,-0.425,1,400
8.05677,10.71025,-0.425,1,400
8.001,10.715,-0.425,1,400
7.111,13.575,-0.425,1,400
7.94523,10.71025,-0.425,1,400
7.89106,10.69615,-0.425,1,400
7.84006,10.67309,-0.425,1,400
7.79369,10.64175,-0.425,1,400
7.86507,10.08429,-0.425,1,400
7.91785,10.06565,-0.425,1,400
7.97301,10.05619,-0.425,1,400
8.26632,10.18877,-0.425,1,400
8.29567,10.23643,-0.425,1,400
8.31654,10.28837,-0.425,1,400
8.32833,10.34309,-0.425,1,400
8.3307,10.399,-0.425,1,400
8.32359,10.45453,-0.425,1,400
8.3072,10.50804,-0.425,1,400
8.282,10.55802,-0.425,1,400
8.24872,10.60302,-0.425,1,400
7.75328,10.60302,-0.425,1,400
7.72,10.55802,-0.425,1,400
7.6948,10.50804,-0.425,1,400
7.67841,10.45453,-0.425,1,400
7.6713,10.399,-0.425,1,400
7.67367,10.34309,-0.425,1,400
7.68546,10.28837,-0.425,1,400
7.70633,10.23643,-0.425,1,400
7.73568,10.18877,-0.425,1,400
8.3307,-10.371,-0.425,1,400
8.32359,-10.31548,-0.425,1,400
8.02899,-10.71381,-0.425,1,400
8.08415,-10.70435,-0.425,1,400
7.68546,-10.48163,-0.425,1,400
7.70633,-10.53357,-0.425,1,400
7.111,-12.145,-0.425,1,400
8.22934,-10.62325,-0.425,1,400
8.26632,-10.58123,-0.425,1,400
8.3072,-10.26196,-0.425,1,400
8.282,-10.21198,-0.425,1,400
8.24872,-10.16698,-0.425,1,400
7.84006,-10.09691,-0.425,1,400
7.79369,-10.12825,-0.425,1,400
8.13693,-10.68571,-0.425,1,400
8.18579,-10.65841,-0.425,1,400
8.29567,-10.53357,-0.425,1,400
8.31654,-10.48163,-0.425,1,400
8.32833,-10.42692,-0.425,1,400
7.73568,-10.58123,-0.425,1,400
7.77266,-10.62325,-0.425,1,400
7.81621,-10.65841,-0.425,1,400
7.86507,-10.68571,-0.425,1,400
7.91785,-10.70435,-0.425,1,400
7.97301,-10.71381,-0.425,1,400
8.20831,-10.12825,-0.425,1,400
8.16194,-10.09691,-0.425,1,400
8.11094,-10.07385,-0.425,1,400
7.89106,-10.07385,-0.425,1,400
8.05677,-10.05975,-0.425,1,400
8.001,-10.055,-0.425,1,400
7.94523,-10.05975,-0.425,1,400
7.75328,-10.16698,-0.425,1,400
7.72,-10.21198,-0.425,1,400
7.6948,-10.26196,-0.425,1,400
7.67841,-10.31548,-0.425,1,400
7.6713,-10.371,-0.425,1,400
7.67367,-10.42692,-0.425,1,400
6.42831,10.64175,-0.425,1,400
6.38194,10.67309,-0.425,1,400
6.30415,10.06565,-0.425,1,400
6.35693,10.08429,-0.425,1,400
6.33094,10.69615,-0.425,1,400
6.27677,10.71025,-0.425,1,400
5.331,13.575,-0.425,1,400
6.221,10.715,-0.425,1,400
6.16523,10.71025,-0.425,1,400
6.11106,10.69615,-0.425,1,400
6.06006,10.67309,-0.425,1,400
6.01369,10.64175,-0.425,1,400
5.331,9.115,-0.425,1,400
6.08507,10.08429,-0.425,1,400
6.13785,10.06565,-0.425,1,400
6.40579,10.11159,-0.425,1,400
6.44934,10.14675,-0.425,1,400
6.48632,10.18877,-0.425,1,400
6.54359,10.45453,-0.425,1,400
6.5272,10.50804,-0.425,1,400
6.19301,10.05619,-0.425,1,400
6.221,10.055,-0.425,1,400
6.24899,10.05619,-0.425,1,400
6.502,10.55802,-0.425,1,400
6.46872,10.60302,-0.425,1,400
5.97328,10.60302,-0.425,1,400
5.93999,10.55802,-0.425,1,400
5.9148,10.50804,-0.425,1,400
5.89841,10.45453,-0.425,1,400
5.8913,10.399,-0.425,1,400
5.89367,10.34309,-0.425,1,400
5.90546,10.28837,-0.425,1,400
5.92634,10.23643,-0.425,1,400
5.95568,10.18877,-0.425,1,400
5.99266,10.14675,-0.425,1,400
6.03621,10.11159,-0.425,1,400
6.5507,10.399,-0.425,1,400
6.54833,10.34309,-0.425,1,400
6.51567,10.23643,-0.425,1,400
6.53653,10.28837,-0.425,1,400
6.30415,-10.70435,-0.425,1,400
6.35693,-10.68571,-0.425,1,400
6.40579,-10.65841,-0.425,1,400
6.01369,-10.12825,-0.425,1,400
5.97328,-10.16698,-0.425,1,400
5.93999,-10.21198,-0.425,1,400
5.9148,-10.26196,-0.425,1,400
6.08507,-10.68571,-0.425,1,400
5.331,-12.145,-0.425,1,400
6.03621,-10.65841,-0.425,1,400
5.99266,-10.62325,-0.425,1,400
6.13785,-10.70435,-0.425,1,400
6.19301,-10.71381,-0.425,1,400
6.24899,-10.71381,-0.425,1,400
6.44934,-10.62325,-0.425,1,400
6.48632,-10.58123,-0.425,1,400
6.51567,-10.53357,-0.425,1,400
5.89841,-10.31548,-0.425,1,400
5.8913,-10.371,-0.425,1,400
5.89367,-10.42692,-0.425,1,400
5.90546,-10.48163,-0.425,1,400
5.92634,-10.53357,-0.425,1,400
5.95568,-10.58123,-0.425,1,400
6.5507,-10.371,-0.425,1,400
6.54833,-10.42692,-0.425,1,400
6.53653,-10.48163,-0.425,1,400
6.54359,-10.31548,-0.425,1,400
6.5272,-10.26196,-0.425,1,400
6.502,-10.21198,-0.425,1,400
6.46872,-10.16698,-0.425,1,400
6.42831,-10.12825,-0.425,1,400
6.38194,-10.09691,-0.425,1,400
6.16523,-10.05975,-0.425,1,400
6.11106,-10.07385,-0.425,1,400
6.06006,-10.09691,-0.425,1,400
6.33094,-10.07385,-0.425,1,400
6.27677,-10.05975,-0.425,1,400
6.221,-10.055,-0.425,1,400
4.60194,10.67309,-0.425,1,400
4.55094,10.69615,-0.425,1,400
4.38523,10.71025,-0.425,1,400
3.551,13.575,-0.425,1,400
4.441,10.715,-0.425,1,400
4.49677,10.71025,-0.425,1,400
4.441,10.055,-0.425,1,400
4.46899,10.05619,-0.425,1,400
4.52415,10.06565,-0.425,1,400
4.57693,10.08429,-0.425,1,400
4.41301,10.05619,-0.425,1,400
3.551,9.115,-0.425,1,400
4.35785,10.06565,-0.425,1,400
4.33106,10.69615,-0.425,1,400
4.28006,10.67309,-0.425,1,400
4.23369,10.64175,-0.425,1,400
4.7472,10.50804,-0.425,1,400
4.722,10.55802,-0.425,1,400
4.75653,10.28837,-0.425,1,400
4.73566,10.23643,-0.425,1,400
4.70632,10.18877,-0.425,1,400
4.76833,10.34309,-0.425,1,400
4.7707,10.399,-0.425,1,400
4.76359,10.45453,-0.425,1,400
4.68872,10.60302,-0.425,1,400
4.64831,10.64175,-0.425,1,400
4.62579,10.11159,-0.425,1,400
4.66934,10.14675,-0.425,1,400
4.19328,10.60302,-0.425,1,400
4.15999,10.55802,-0.425,1,400
4.1348,10.50804,-0.425,1,400
4.11841,10.45453,-0.425,1,400
4.1113,10.399,-0.425,1,400
4.11367,10.34309,-0.425,1,400
4.12547,10.28837,-0.425,1,400
4.14633,10.23643,-0.425,1,400
4.17568,10.18877,-0.425,1,400
4.21266,10.14675,-0.425,1,400
4.25621,10.11159,-0.425,1,400
4.30507,10.08429,-0.425,1,400
4.7472,-10.26196,-0.425,1,400
4.722,-10.21198,-0.425,1,400
4.38523,-10.05975,-0.425,1,400
4.33106,-10.07385,-0.425,1,400
4.19328,-10.16698,-0.425,1,400
4.15999,-10.21198,-0.425,1,400
4.1348,-10.26196,-0.425,1,400
4.76359,-10.31548,-0.425,1,400
4.68872,-10.16698,-0.425,1,400
4.64831,-10.12825,-0.425,1,400
4.60194,-10.09691,-0.425,1,400
4.28006,-10.09691,-0.425,1,400
4.23369,-10.12825,-0.425,1,400
3.551,-12.145,-0.425,1,400
4.12547,-10.48163,-0.425,1,400
4.14633,-10.53357,-0.425,1,400
4.41301,-10.71381,-0.425,1,400
4.70632,-10.58123,-0.425,1,400
4.73566,-10.53357,-0.425,1,400
4.11841,-10.31548,-0.425,1,400
4.1113,-10.371,-0.425,1,400
4.11367,-10.42692,-0.425,1,400
4.17568,-10.58123,-0.425,1,400
4.21266,-10.62325,-0.425,1,400
4.25621,-10.65841,-0.425,1,400
4.46899,-10.71381,-0.425,1,400
4.52415,-10.70435,-0.425,1,400
4.57693,-10.68571,-0.425,1,400
4.75653,-10.48163,-0.425,1,400
4.76833,-10.42692,-0.425,1,400
4.7707,-10.371,-0.425,1,400
4.30507,-10.68571,-0.425,1,400
4.35785,-10.70435,-0.425,1,400
4.62579,-10.65841,-0.425,1,400
4.66934,-10.62325,-0.425,1,400
4.55094,-10.07385,-0.425,1,400
4.49677,-10.05975,-0.425,1,400
4.441,-10.055,-0.425,1,400
2.60523,10.71025,-0.425,1,400
1.771,13.575,-0.425,1,400
2.661,10.715,-0.425,1,400
2.82194,10.67309,-0.425,1,400
2.77094,10.69615,-0.425,1,400
2.71677,10.71025,-0.425,1,400
2.55106,10.69615,-0.425,1,400
2.50006,10.67309,-0.425,1,400
2.45369,10.64175,-0.425,1,400
2.41328,10.60302,-0.425,1,400
2.38,10.55802,-0.425,1,400
2.3548,10.50804,-0.425,1,400
2.68899,10.05619,-0.425,1,400
2.74415,10.06565,-0.425,1,400
2.79693,10.08429,-0.425,1,400
2.39568,10.18877,-0.425,1,400
1.771,9.115,-0.425,1,400
2.36634,10.23643,-0.425,1,400
2.34546,10.28837,-0.425,1,400
2.52507,10.08429,-0.425,1,400
2.57785,10.06565,-0.425,1,400
2.63301,10.05619,-0.425,1,400
2.661,10.055,-0.425,1,400
2.9672,10.50804,-0.425,1,400
2.94201,10.55802,-0.425,1,400
2.33841,10.45453,-0.425,1,400
2.3313,10.399,-0.425,1,400
2.33367,10.34309,-0.425,1,400
2.43266,10.14675,-0.425,1,400
2.47621,10.11159,-0.425,1,400
2.97654,10.28837,-0.425,1,400
2.95566,10.23643,-0.425,1,400
2.92632,10.18877,-0.425,1,400
2.98833,10.34309,-0.425,1,400
2.9907,10.399,-0.425,1,400
2.98359,10.45453,-0.425,1,400
2.90872,10.60302,-0.425,1,400
2.86831,10.64175,-0.425,1,400
2.84579,10.11159,-0.425,1,400
2.88934,10.14675,-0.425,1,400
2.34546,-10.48163,-0.425,1,400
2.36634,-10.53357,-0.425,1,400
1.771,-12.145,-0.425,1,400
2.39568,-10.58123,-0.425,1,400
2.3548,-10.26196,-0.425,1,400
2.33841,-10.31548,-0.425,1,400
2.3313,-10.371,-0.425,1,400
2.33367,-10.42692,-0.425,1,400
2.9672,-10.26196,-0.425,1,400
2.94201,-10.21198,-0.425,1,400
2.98359,-10.31548,-0.425,1,400
2.60523,-10.05975,-0.425,1,400
2.55106,-10.07385,-0.425,1,400
2.50006,-10.09691,-0.425,1,400
2.45369,-10.12825,-0.425,1,400
2.41328,-10.16698,-0.425,1,400
2.38,-10.21198,-0.425,1,400
2.43266,-10.62325,-0.425,1,400
2.47621,-10.65841,-0.425,1,400
2.52507,-10.68571,-0.425,1,400
2.57785,-10.70435,-0.425,1,400
2.63301,-10.71381,-0.425,1,400
2.92632,-10.58123,-0.425,1,400
2.95566,-10.53357,-0.425,1,400
2.90872,-10.16698,-0.425,1,400
2.86831,-10.12825,-0.425,1,400
2.82194,-10.09691,-0.425,1,400
2.68899,-10.71381,-0.425,1,400
2.74415,-10.70435,-0.425,1,400
2.79693,-10.68571,-0.425,1,400
2.97654,-10.48163,-0.425,1,400
2.98833,-10.42692,-0.425,1,400
2.9907,-10.371,-0.425,1,400
2.84579,-10.65841,-0.425,1,400
2.88934,-10.62325,-0.425,1,400
2.77094,-10.07385,-0.425,1,400
2.71677,-10.05975,-0.425,1,400
2.661,-10.055,-0.425,1,400
0.82523,10.71025,-0.425,1,400
0.881,10.715,-0.425,1,400
0.93677,10.71025,-0.425,1,400
0.99094,10.69615,-0.425,1,400
0.85301,10.05619,-0.425,1,400
0.881,10.055,-0.425,1,400
0.90899,10.05619,-0.425,1,400
0.96415,10.06565,-0.425,1,400
1.1872,10.50804,-0.425,1,400
1.162,10.55802,-0.425,1,400
1.12872,10.60302,-0.425,1,400
0.77106,10.69615,-0.425,1,400
0.72006,10.67309,-0.425,1,400
0.67369,10.64175,-0.425,1,400
0.63328,10.60302,-0.425,1,400
0.6,10.55802,-0.425,1,400
0.5748,10.50804,-0.425,1,400
0.74507,10.08429,-0.425,1,400
0.79785,10.06565,-0.425,1,400
1.01693,10.08429,-0.425,1,400
1.06579,10.11159,-0.425,1,400
1.10934,10.14675,-0.425,1,400
1.14632,10.18877,-0.425,1,400
1.17567,10.23643,-0.425,1,400
1.19653,10.28837,-0.425,1,400
1.08831,10.64175,-0.425,1,400
1.04194,10.67309,-0.425,1,400
1.20833,10.34309,-0.425,1,400
1.2107,10.399,-0.425,1,400
1.20359,10.45453,-0.425,1,400
0.61568,10.18877,-0.425,1,400
0.58633,10.23643,-0.425,1,400
0.56547,10.28837,-0.425,1,400
3.551,8.175,-0.425,1,400
5.331,8.175,-0.425,1,400
7.111,8.175,-0.425,1,400
8.4105,8.175,-0.425,1,400
0.55841,10.45453,-0.425,1,400
0.5513,10.399,-0.425,1,400
0.55367,10.34309,-0.425,1,400
0.65266,10.14675,-0.425,1,400
0.69621,10.11159,-0.425,1,400
1.14632,-10.58123,-0.425,1,400
1.17567,-10.53357,-0.425,1,400
0.56547,-10.48163,-0.425,1,400
0.58633,-10.53357,-0.425,1,400
0.61568,-10.58123,-0.425,1,400
1.10934,-10.62325,-0.425,1,400
1.19653,-10.48163,-0.425,1,400
1.20833,-10.42692,-0.425,1,400
1.2107,-10.371,-0.425,1,400
1.20359,-10.31548,-0.425,1,400
0.5748,-10.26196,-0.425,1,400
0.55841,-10.31548,-0.425,1,400
0.5513,-10.371,-0.425,1,400
0.55367,-10.42692,-0.425,1,400
0.65266,-10.62325,-0.425,1,400
0.69621,-10.65841,-0.425,1,400
0.74507,-10.68571,-0.425,1,400
0.96415,-10.70435,-0.425,1,400
1.01693,-10.68571,-0.425,1,400
1.06579,-10.65841,-0.425,1,400
0.881,-10.055,-0.425,1,400
0.82523,-10.05975,-0.425,1,400
0.79785,-10.70435,-0.425,1,400
0.85301,-10.71381,-0.425,1,400
0.90899,-10.71381,-0.425,1,400
0.93677,-10.05975,-0.425,1,400
0.99094,-10.07385,-0.425,1,400
0.77106,-10.07385,-0.425,1,400
0.72006,-10.09691,-0.425,1,400
0.67369,-10.12825,-0.425,1,400
1.1872,-10.26196,-0.425,1,400
1.162,-10.21198,-0.425,1,400
1.12872,-10.16698,-0.425,1,400
1.08831,-10.12825,-0.425,1,400
1.04194,-10.09691,-0.425,1,400
0.63328,-10.16698,-0.425,1,400
0.6,-10.21198,-0.425,1,400
-2.43128,10.60302,-0.425,1,400
-2.398,10.55802,-0.425,1,400
-2.3728,10.50804,-0.425,1,400
-2.47169,10.64175,-0.425,1,400
-2.51806,10.67309,-0.425,1,400
-2.56906,10.69615,-0.425,1,400
-2.65101,10.05619,-0.425,1,400
-2.59585,10.06565,-0.425,1,400
-2.88631,10.64175,-0.425,1,400
-3.569,13.575,-0.425,1,400
-2.83994,10.67309,-0.425,1,400
-2.78894,10.69615,-0.425,1,400
-2.92672,10.60302,-0.425,1,400
-2.96,10.55802,-0.425,1,400
-2.9852,10.50804,-0.425,1,400
-2.86379,10.11159,-0.425,1,400
-2.81493,10.08429,-0.425,1,400
-2.54307,10.08429,-0.425,1,400
-2.49421,10.11159,-0.425,1,400
-2.45066,10.14675,-0.425,1,400
-2.99453,10.28837,-0.425,1,400
-2.97367,10.23643,-0.425,1,400
-2.41368,10.18877,-0.425,1,400
-2.38433,10.23643,-0.425,1,400
-2.36347,10.28837,-0.425,1,400
-2.35167,10.34309,-0.425,1,400
-2.3493,10.399,-0.425,1,400
-2.35641,10.45453,-0.425,1,400
-2.62323,10.71025,-0.425,1,400
-2.679,10.715,-0.425,1,400
-2.73477,10.71025,-0.425,1,400
-3.00159,10.45453,-0.425,1,400
-3.0087,10.399,-0.425,1,400
-3.00633,10.34309,-0.425,1,400
-2.94432,10.18877,-0.425,1,400
-2.90734,10.14675,-0.425,1,400
-2.76215,10.06565,-0.425,1,400
-2.70699,10.05619,-0.425,1,400
-2.679,10.055,-0.425,1,400
-2.96,-10.21198,-0.425,1,400
-2.9852,-10.26196,-0.425,1,400
-2.41368,-10.58123,-0.425,1,400
-2.38433,-10.53357,-0.425,1,400
-3.00633,-10.42692,-0.425,1,400
-3.569,-12.145,-0.425,1,400
-3.0087,-10.371,-0.425,1,400
-3.00159,-10.31548,-0.425,1,400
-2.36347,-10.48163,-0.425,1,400
-2.35167,-10.42692,-0.425,1,400
-2.3493,-10.371,-0.425,1,400
-2.35641,-10.31548,-0.425,1,400
-2.3728,-10.26196,-0.425,1,400
-2.398,-10.21198,-0.425,1,400
-2.99453,-10.48163,-0.425,1,400
-2.97367,-10.53357,-0.425,1,400
-2.94432,-10.58123,-0.425,1,400
-2.59585,-10.70435,-0.425,1,400
-2.54307,-10.68571,-0.425,1,400
-2.43128,-10.16698,-0.425,1,400
-2.47169,-10.12825,-0.425,1,400
-2.51806,-10.09691,-0.425,1,400
-2.90734,-10.62325,-0.425,1,400
-2.86379,-10.65841,-0.425,1,400
-2.81493,-10.68571,-0.425,1,400
-2.49421,-10.65841,-0.425,1,400
-2.45066,-10.62325,-0.425,1,400
-2.73477,-10.05975,-0.425,1,400
-2.78894,-10.07385,-0.425,1,400
-2.83994,-10.09691,-0.425,1,400
-2.56906,-10.07385,-0.425,1,400
-2.62323,-10.05975,-0.425,1,400
-2.679,-10.055,-0.425,1,400
-2.88631,-10.12825,-0.425,1,400
-2.92672,-10.16698,-0.425,1,400
-2.76215,-10.70435,-0.425,1,400
-2.70699,-10.71381,-0.425,1,400
-2.65101,-10.71381,-0.425,1,400
-1,8.175,-0.425,1,400
-1,-8.175,-0.425,1,400
-4.21128,10.60302,-0.425,1,400
-4.178,10.55802,-0.425,1,400
-4.1528,10.50804,-0.425,1,400
-4.25169,10.64175,-0.425,1,400
-4.29806,10.67309,-0.425,1,400
-4.34906,10.69615,-0.425,1,400
-4.43101,10.05619,-0.425,1,400
-4.37585,10.06565,-0.425,1,400
-4.66631,10.64175,-0.425,1,400
-5.349,13.575,-0.425,1,400
-4.61994,10.67309,-0.425,1,400
-4.56894,10.69615,-0.425,1,400
-4.70672,10.60302,-0.425,1,400
-4.74,10.55802,-0.425,1,400
-4.7652,10.50804,-0.425,1,400
-4.64379,10.11159,-0.425,1,400
-4.59493,10.08429,-0.425,1,400
-4.32307,10.08429,-0.425,1,400
-4.27421,10.11159,-0.425,1,400
-4.23066,10.14675,-0.425,1,400
-4.77453,10.28837,-0.425,1,400
-4.75367,10.23643,-0.425,1,400
-4.19368,10.18877,-0.425,1,400
-4.16433,10.23643,-0.425,1,400
-4.14346,10.28837,-0.425,1,400
-4.13167,10.34309,-0.425,1,400
-4.1293,10.399,-0.425,1,400
-4.13641,10.45453,-0.425,1,400
-4.40323,10.71025,-0.425,1,400
-4.459,10.715,-0.425,1,400
-4.51477,10.71025,-0.425,1,400
-4.78159,10.45453,-0.425,1,400
-4.7887,10.399,-0.425,1,400
-4.78633,10.34309,-0.425,1,400
-4.72432,10.18877,-0.425,1,400
-4.68734,10.14675,-0.425,1,400
-4.54215,10.06565,-0.425,1,400
-4.48699,10.05619,-0.425,1,400
-4.459,10.055,-0.425,1,400
-4.74,-10.21198,-0.425,1,400
-4.7652,-10.26196,-0.425,1,400
-4.19368,-10.58123,-0.425,1,400
-4.16433,-10.53357,-0.425,1,400
-4.78633,-10.42692,-0.425,1,400
-5.349,-12.145,-0.425,1,400
-4.7887,-10.371,-0.425,1,400
-4.78159,-10.31548,-0.425,1,400
-4.14346,-10.48163,-0.425,1,400
-4.13167,-10.42692,-0.425,1,400
-4.1293,-10.371,-0.425,1,400
-4.13641,-10.31548,-0.425,1,400
-4.1528,-10.26196,-0.425,1,400
-4.178,-10.21198,-0.425,1,400
-4.77453,-10.48163,-0.425,1,400
-4.75367,-10.53357,-0.425,1,400
-4.72432,-10.58123,-0.425,1,400
-4.37585,-10.70435,-0.425,1,400
-4.32307,-10.68571,-0.425,1,400
-4.21128,-10.16698,-0.425,1,400
-4.25169,-10.12825,-0.425,1,400
-4.29806,-10.09691,-0.425,1,400
-4.68734,-10.62325,-0.425,1,400
-4.64379,-10.65841,-0.425,1,400
-4.59493,-10.68571,-0.425,1,400
-4.27421,-10.65841,-0.425,1,400
-4.23066,-10.62325,-0.425,1,400
-4.51477,-10.05975,-0.425,1,400
-4.56894,-10.07385,-0.425,1,400
-4.61994,-10.09691,-0.425,1,400
-4.66631,-10.12825,-0.425,1,400
-4.70672,-10.16698,-0.425,1,400
-4.54215,-10.70435,-0.425,1,400
-4.48699,-10.71381,-0.425,1,400
-4.43101,-10.71381,-0.425,1,400
-4.34906,-10.07385,-0.425,1,400
-4.40323,-10.05975,-0.425,1,400
-4.459,-10.055,-0.425,1,400
-6.15585,10.06565,-0.425,1,400
-6.10307,10.08429,-0.425,1,400
-5.92347,10.28837,-0.425,1,400
-5.94434,10.23643,-0.425,1,400
-5.97368,10.18877,-0.425,1,400
-6.05421,10.11159,-0.425,1,400
-6.01066,10.14675,-0.425,1,400
-6.55453,10.28837,-0.425,1,400
-6.53367,10.23643,-0.425,1,400
-6.50432,10.18877,-0.425,1,400
-6.46734,10.14675,-0.425,1,400
-5.91167,10.34309,-0.425,1,400
-5.9093,10.399,-0.425,1,400
-5.91641,10.45453,-0.425,1,400
-5.9328,10.50804,-0.425,1,400
-5.958,10.55802,-0.425,1,400
-5.99128,10.60302,-0.425,1,400
-6.03169,10.64175,-0.425,1,400
-6.5452,10.50804,-0.425,1,400
-7.129,13.575,-0.425,1,400
-6.52001,10.55802,-0.425,1,400
-6.48672,10.60302,-0.425,1,400
-6.42379,10.11159,-0.425,1,400
-6.37493,10.08429,-0.425,1,400
-6.32215,10.06565,-0.425,1,400
-6.26699,10.05619,-0.425,1,400
-6.239,10.055,-0.425,1,400
-6.21102,10.05619,-0.425,1,400
-6.18323,10.71025,-0.425,1,400
-6.56159,10.45453,-0.425,1,400
-6.5687,10.399,-0.425,1,400
-6.56633,10.34309,-0.425,1,400
-6.07806,10.67309,-0.425,1,400
-6.12906,10.69615,-0.425,1,400
-6.239,10.715,-0.425,1,400
-6.29477,10.71025,-0.425,1,400
-6.34894,10.69615,-0.425,1,400
-6.39994,10.67309,-0.425,1,400
-6.44631,10.64175,-0.425,1,400
-5.9328,-10.26196,-0.425,1,400
-5.958,-10.21198,-0.425,1,400
-6.48672,-10.16698,-0.425,1,400
-6.52001,-10.21198,-0.425,1,400
-6.5452,-10.26196,-0.425,1,400
-5.91641,-10.31548,-0.425,1,400
-6.55453,-10.48163,-0.425,1,400
-6.53367,-10.53357,-0.425,1,400
-7.129,-12.145,-0.425,1,400
-6.50432,-10.58123,-0.425,1,400
-6.05421,-10.65841,-0.425,1,400
-6.10307,-10.68571,-0.425,1,400
-6.15585,-10.70435,-0.425,1,400
-5.99128,-10.16698,-0.425,1,400
-6.03169,-10.12825,-0.425,1,400
-6.07806,-10.09691,-0.425,1,400
-6.29477,-10.05975,-0.425,1,400
-6.34894,-10.07385,-0.425,1,400
-6.56159,-10.31548,-0.425,1,400
-6.5687,-10.371,-0.425,1,400
-6.56633,-10.42692,-0.425,1,400
-6.46734,-10.62325,-0.425,1,400
-6.42379,-10.65841,-0.425,1,400
-6.37493,-10.68571,-0.425,1,400
-6.32215,-10.70435,-0.425,1,400
-6.26699,-10.71381,-0.425,1,400
-6.21102,-10.71381,-0.425,1,400
-6.01066,-10.62325,-0.425,1,400
